"Identyfikator instytucji na Fedrowaniu (FEDR_id)","Nazwa instytucji na Fedrowaniu (FEDR_name)","Nazwa systemu","Funkcja systemu","Uwagi dodatkowe"
"40024","Uniwersytet im. Adama Mickiewicza w Poznaniu","POLON","sprawozdawczość ministerialna",
"40025","Uniwersytet Jagielloński w Krakowie","usługi chmury Microsoft 365","które oferują m.in. funkcjonalności przetwarzania mowy na tekst (wsparcie AI w zakresie dokumentowania przebiegu spotkań online)",
"40025","Uniwersytet Jagielloński w Krakowie","Microsoft Copilot Chat","zakres ich wykorzystania zależy od decyzji użytkowników.",
"40025","Uniwersytet Jagielloński w Krakowie","Microsoft Designer","do generowania obrazów",
"40025","Uniwersytet Jagielloński w Krakowie","Zaawansowane narzędzia sztucznej inteligencji, takie jak Microsoft Copilot"," zakres ich wykorzystania zależy od decyzji użytkowników. ","są dostępne dla części pracowników na podstawie odrębnych licencji"
"40031","Uniwersytet Komisji Edukacji Narodowej w Krakowie","Jednolity System Antyplagiatowy","sprawdzanie prac dyplomowych pod kątem plagiatu",
"40040","Uniwersytet Morski w Gdyni","OPTIBoT"," wirtualnym asystentem rekrutacji działającym w ramach systemu USOS (Uniwersytecki System Obsługi Studiów). Jego zadaniem jest odpowiadanie na zadawane pytania i problemy związane z procesem rekrutacji. ",
"40041","Uniwersytet Muzyczny Fryderyka Chopina w Warszawie","EZD","(wewnętrzny system obiegu dokumentów)**: wdrożony jest automat AI do rozpoznawania danych z faktur i uzupełniania ich w trybie OCR w odpowiednich polach formularza. Wszystkie dane są przetwarzane i przechowywane lokalnie na serwerach UMFC.",
"40041","Uniwersytet Muzyczny Fryderyka Chopina w Warszawie","Microsoft Copilot"," (w Office 365 education, Microsoft Edge, Bing, Windows): funkcja włączona w ramach darmowej licencji. Zapewnia czat oparty na sztucznej inteligencji do pracy z ochroną danych przedsiębiorstwa oraz czat internetowy. Copilot jest dostępny dla wszystkich i nie wymaga zalogowania się ani posiadania licencji. Firma Microsoft oferuje Copilot z komercyjną ochroną danych, która jest domyślnie włączona dla użytkowników z kwalifikującą się licencją i zalogowanych kontem służbowym. Komercyjna ochrona danych sprawia, że dane czatu nie są zapisywane ani używane do trenowania dużych modeli językowych.",
"40048","Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","Palo Alto Networks Cortex",,
"40050","Uniwersytet Szczeciński","Chat AI","który jest modelem wyszkolonym na treściach strony www i dokumentach rekrutacyjnych, służy wyłącznie w celach informacyjno-marketingowych i nie podejmuje samodzielnie decyzji;","na stronie www Szkoły Doktorskiej (dostępny pod adresem: https://szkoladoktorska.usz.edu.pl/chatbot/),"
"40050","Uniwersytet Szczeciński","Antyplagiat",,
"40052","Uniwersytet Warmińsko-Mazurski w Olsztynie","Gemini","do przygotowywania wstępnych wersji podsumowań prac naukowych oraz pytań egzaminacyjnych","Na Wydziale Lekarskim UWM"
"40052","Uniwersytet Warmińsko-Mazurski w Olsztynie","Chat GPt",,"Na Wydziale Lekarskim UWM "
"40052","Uniwersytet Warmińsko-Mazurski w Olsztynie","Consensus AI",,"Na Wydziale Lekarskim UWM"
"40052","Uniwersytet Warmińsko-Mazurski w Olsztynie","SciSpace",,"Na Wydziale Lekarskim UWM "
"40052","Uniwersytet Warmińsko-Mazurski w Olsztynie","Research Rabbit",,"Na Wydziale Lekarskim UWM "
"40052","Uniwersytet Warmińsko-Mazurski w Olsztynie","Global GPT","do analizowania publikacji, a w przyszłości do pisania przypadków klinicznych do ćwiczeń)","Na Wydziale Lekarskim UWM"
"40055","Uniwersytet Wrocławski","Microsoft 365 Copilot (Copilot Pro)","wykorzystywane do tworzenia treści, podsumowań, analizy danych, wsparcia pracy biurowej;",
"40055","Uniwersytet Wrocławski","ChatGPT (OpenAI)","wykorzystywane do wsparcia tekstowego, analizy treści, generowania kodu, zapytań, streszczeń",
"40055","Uniwersytet Wrocławski","wykorzystywane do analizy danych, generowania wizualizacji, raportowania wspomaganego przez AI;",,
"40055","Uniwersytet Wrocławski","FP&A Unit4"," wykorzystywane do wspomagania decyzji finansowych i kadrowych, klasyfikacji danych, prognozowania",
"40055","Uniwersytet Wrocławski","CrowdStrike Falcon","wykorzystywane do wykrywania zagrożeń (EDR), klasyfikacji incydentów, analizy zachowań przy użyciu AI;",
"40055","Uniwersytet Wrocławski","Microsoft Entra ID","wykorzystywane do analizy logowań, adaptacyjnego MFA, wykrywania ryzykownych zachowań;",
"40055","Uniwersytet Wrocławski","Microsoft Intune","wykorzystywane do automatycznego wykrywania naruszeń polityk bezpieczeństwa, reakcji systemowych;",
"40055","Uniwersytet Wrocławski","Wazuh SIEM"," wykorzystywane do korelacji zdarzeń, analizy logów, detekcji incydentów bezpieczeństwa;",
"40055","Uniwersytet Wrocławski","Graylog","wykorzystywane do wyszukiwania anomalii, analizy dzienników, alertowania.",
"40065","Uniwersytet Ignatianum w Krakowie","Copilot",,
"40065","Uniwersytet Ignatianum w Krakowie","Jednolity System Antyplagiatowy (JSA)"," Weryfikacja prac dyplomowych pod kątem plagiatu i wykorzystania SI.",
"40066","Uniwersytet Papieski Jana Pawła II w Krakowie","Jednolity System Plagiatowy (JSA)",,"jest systemem ministerialnym"
"40431","Zakład Ubezpieczeń Społecznych","narzędzie informatyczne oparte o działanie modelu predykcyjnego"," systemowa analiza danych z wystawionych zaświadczeń lekarskich o czasowej niezdolności do pracy, która wspomaga kontrolę orzecznictwa","W procesie analizy ryzyka narzędzie to określa prawdopodobieństwo (wartość scoringową) wystąpienia nieprawidłowości związanych z wystawieniem zaświadczenia lekarskiego. Wynik analizy jest udostępniany lekarzom wykonującym zadania związane z kontrolą orzekania o czasowej niezdolności do pracy i jest jednym z elementów uwzględnianych w ocenie stanu faktycznego sprawy. Należy zaznaczyć, że narzędzie to nie typuje zaświadczeń lekarskich do kontroli, a decyzja o kontroli jest każdorazowo podejmowana przez głównego lekarza orzecznika."
"40437","Urząd Ochrony Konkurencji i Konsumentów","System Arbuz","wykorzystuje AI do analizy tekstowej wzorców umów i regulaminów stosowanych w obrocie konsumenckim pod kątem wyszukiwania niedozwolonych klauzul we wzorcach umów w relacji B2C."," uruchomiony 1 stycznia 2023 r"
"40437","Urząd Ochrony Konkurencji i Konsumentów","eSurveillance – Product Safety","unijny program Komisji Europejskiej, który za pośrednictwem algorytmów sztucznej inteligencji przeszukuje strony internetowe w celu wykrycia ofert produktów uznanych za niebezpieczne i uprzednio zgłoszonych w systemie „Safety Gate – RAPEX”, a następnie ponownie udostępnianych.",
"40437","Urząd Ochrony Konkurencji i Konsumentów","Rozwiązania AI do monitoringu prasy","wykorzystywane przez Prezesa UOKiK gotowe rozwiązania oparte na sztucznej inteligencji umożliwiające analizę materiałów pojawiających się na temat UOKiK i Inspekcji Handlowej.",
"40437","Urząd Ochrony Konkurencji i Konsumentów","Chat GPT, Happyscribe, Canva, PhotoShop, FreePik, DeepL i Google Translate",,"Prezes UOKiK ma dostęp do ogólnodostępnych programów wykorzystujących sztuczną inteligencję,"
"40438","Główny Urząd Geodezji i Kartografii","Aplikacja do rozpoznawania tekstów i znaków z mapy glebowo-rolniczej","w skali 1:5 000 opracowana przez wykonawcę OPEGIEKA Sp. z o.o. Aplikacja opiera się na wykorzystaniu dwóch opracowanych modeli uczenia maszynowego, wytrenowanych na bardzo dużym wolumenie danych treningowych, oraz wykorzystuje architekturę konwolucyjnej sieci neuronowej U-Net (CNN) w uczeniu maszynowym.",
"40438","Główny Urząd Geodezji i Kartografii","CertiflAI","służąca do automatycznej weryfikacji wyników prac geodezyjnych. Służy do kontroli wizualnej zdjęć lotniczych poprzez wykorzystanie konwolucyjnej sieci neuronowej. Proces kontroli zdjęć lotniczych obejmuje weryfikację dokumentacji, metadanych (geometria i atrybuty) oraz produktu (geometria oraz radiometria zdjęć). Wykorzystanie aplikacji pozwala na skrócenie i automatyzację procesu kontroli danych fotogrametrycznych.","powstała na zlecenie GUGiK w 2021 r"
"40438","Główny Urząd Geodezji i Kartografii","Geo Chatbot","na stronie Geoportal.gov.pl, wykorzystywanego do udzielania użytkownikom informacji z zakresu funkcjonalności Geoportalu, działalności urzędu i ogólnie pojętej geodezji i kartografii. GeoChatbot nie jest wykorzystywany w procesach decyzyjnych użytkowników ani urzędu, pełni jedynie rolę informacyjną.",
"40439","Urząd Patentowy Rzeczypospolitej Polskiej","Autopatent","automatycznie przetwarzający tekst i automatycznie generujący rekomendacje dla ekspertów przypisania do zgłoszeń wynalazków lub wzorów użytkowych klas Międzynarodowej Klasyfikacji Patentowej.",
"40451","Urząd Dozoru Technicznego","ChatGPT","do analizy danych (np. tekst, obraz) oraz generowania treści (np. notatek, podsumowań).",
"40466","Agencja Restrukturyzacji i Modernizacji Rolnictwa","AREA MONITORING SYSTEM (AMS)","do automatycznej klasyfikacji upraw na działkach rolnych na podstawie zdjęć satelitarnych z wykorzystaniem uczenia maszynowego. ",
"40467","Biuro Rzecznika Praw Pacjenta","moduł do automatycznego rozdzielania korespondencji.","Moduł ten automatycznie przetwarza teksty wpływające do systemu EZD PUW i na tej podstawie podejmuje decyzje, która komórka organizacyjna Biura Rzecznika Praw Pacjenta powinna otrzymać korespondencję w danej sprawie.",
"40473","Centralny Ośrodek Informatyki","ogólnie dostępne modele LLM (takie jak GPT, Llama, Gemma, PLLuM) ","w celu klasyfikacji danych treningowych, oceny jakości innych modeli AI (llm-asa-judge), a także do poprawy innych modeli AI poprzez inżynierię promptów. ",
"40473","Centralny Ośrodek Informatyki","Microsoft Copilot","w fazie pilotażu wdrożenia narzędzia Microsoft Copilot. Celem pilotażu jest ocena możliwości wykorzystania narzędzia w COI oraz opracowanie polityk i procedur dla bezpiecznego korzystania z narzędzia",
"40474","Agencja Badań Medycznych","Copilot Microsoft 365","funkcja asystenta, wspomaganie użytkowników w zadaniach w Microsoft Office, m.in. analiza danych, pisanie dokumentów/maili, tworzenie prezentacji",
"40474","Agencja Badań Medycznych","Microsoft Copilot w wersji podstawowej ","funkcja asystenta, wspomaganie użytkowników w zadaniach w Microsoft Office, m.in. analiza danych, pisanie dokumentów/maili, tworzenie prezentacji",
"40474","Agencja Badań Medycznych","AI Companion ","wbudowane narzędzie w platformę ZOOM w postaci AI Companion do transkrypcji spotkań online (służy wyłącznie transkrypcji, generuje raporty do celów protokolarnych/notatek, nie ma wpływu na działania ludzi/instytucji);",
"40474","Agencja Badań Medycznych","Microsoft Teams","wbudowane narzędzie w Microsoft Teams do transkrypcji spotkań online (służy wyłącznie transkrypcji, generuje raporty do celów protokolarnych/notatek, nie ma wpływu na działania ludzi/instytucji)",
"40476","Centrum Monitorowania Jakości w Ochronie Zdrowia","Microsoft Copilot","Wspiera pracowników w codziennych zadaniach administracyjnych, w szczególności poprzez: redagowanie dokumentów, streszczanie i parafrazowanie tekstów, wspomaganie przy tworzeniu konspektów prezentacji, wsparcie przy analizie danych statystycznych. ","Narzędzie wykorzystuje duże modele językowe (LLM) do przetwarzania danych tekstowych i wspomagania procesów decyzyjnych, jednak nie podejmuje decyzji administracyjnych samodzielnie. Jest klasyfikowane jako narzędzie wspierające, a nie zastępujące człowieka."
"40482","Instytut Badawczy Leśnictwa","System Monitoringu i Analizy Danych Leśnych (SMADL)","oprogramowanie do automatycznego przetwarzania danych liczbowych, przestrzennych i środowiskowych pochodzących z monitoringu lasów, wykorzystujące podejścia statystyczne, w tym estymację bayesowską, do generowania raportów oraz przewidywania trendów; wspomaga organy administracji leśnej w podejmowaniu decyzji.",
"40482","W odpowiedzi na pytanie 1 Instytut Badawczy Leśnictwa prowadzi badania naukowe w zakresie leśnictwa, w ramach których generuje, przetwarza i analizuje dane przy użyciu metod statystycznych, matematycznych oraz logicznych. Instytut tworzy repozytoria danych, bazy wiedzy, stosuje rozumowanie symboliczne i racjonalne, estymuje dane, wyprowadza wnioski oraz opracowuje oprogramowanie wspierające procesy wnioskowania. Na podstawie definicji systemu opartego na sztucznej inteligencji, Instytut identyfikuje następujące systemy informatyczne, które spełniają kryteria systemów AI, lecz nie są własnością Instytutu Badawczego Leśnictwa: 1. System Monitoringu i Analizy Danych Leśnych (SMADL) - oprogramowanie do automatycznego przetwarzania danych liczbowych, przestrzennych i środowiskowych pochodzących z monitoringu lasów, wykorzystujące podejścia statystyczne, w tym estymację bayesowską, do generowania raportów oraz przewidywania trendów; wspomaga organy administracji leśnej w podejmowaniu decyzji. 2. Repozytorium Wiedzy Leśnej (RWL) - baza wiedzy zintegrowana z narzędziami inferencji opartymi na rozumowaniu symbolicznym, umożliwiająca generowanie rekomendacji dla gospodarki leśnej na podstawie danych historycznych i wiedzy eksperckiej; wykorzystywane w badaniach naukowych oraz jako narzędzie wsparcia dla jednostek Lasów Państwowych. Instytut jako instytucja nie korzysta z systemów takich jak chatboty, narzędzia do rozpoznawania mowy, obrazów, wideo, automatyczne systemy oceny ani narzędzia przewidujące zachowania czy ryzyka behawioralne. Żaden z wykorzystywanych systemów instytucjonalnych (SMADL, RWL) nie obejmuje generatywnej sztucznej inteligencji. Jednakże, Instytut identyfikuje listę modeli, które mogą być wykorzystywane indywidualnie przez pracowników: gemini-2.5-pro-preview-06-05 (Firma: Google, Licencja: Proprietary); o3-2025-04-16 (Firma: OpenAI, Licencja: Proprietary); gemini-2.5-pro-preview-05-06 (Firma: Google, Licencja: Proprietary); chatgpt-4o-latest-20250326 (Firma: OpenAI, Licencja: Proprietary); gpt-4.5-preview-2025-02-27 (Firma: OpenAI, Licencja: Proprietary); claude-opus-4-20250514 (Firma: Anthropic, Licencja: Proprietary); gemini-2.5-flash-preview-05-20 (Firma: Google, Licencja: Proprietary); deepseek-r1-0528 (Firma: DeepSeek, Licencja: MIT); gpt-4.1-2025-04-14 (Firma: OpenAI, Licencja: Proprietary); grok-3-preview-02-24 (Firma: xAI, Licencja: Proprietary); gemini-2.5-flash-preview-04-17 (Firma: Google, Licencja: Proprietary); o1-2024-12-17 (Firma: OpenAI, Licencja: Proprietary); claude-sonnet-4-20250514 (Firma: Anthropic, Licencja: Proprietary); deepseek-r1 (Firma: DeepSeek, Licencja: MIT); gemini-2.5-flash-lite-preview-06-17-thinking (Firma: Google, Licencja: Proprietary); claude-3-7-sonnet-20250219-thinking-32k (Firma: Anthropic, Licencja: Proprietary); o1-preview (Firma: OpenAI, Licencja: Proprietary); mistral-medium-2505 (Firma: Mistral, Licencja: Proprietary); hunyuan-turbos-20250416 (Firma: Tencent, Licencja: Proprietary); claude-3-7-sonnet-20250219 (Firma: Anthropic, Licencja: Proprietary); gpt-4.1-mini-2025-04-14 (Firma: OpenAI, Licencja: Proprietary); qwen3-235b-a22b (Firma: , Licencja: ); o3-mini-high (Firma: OpenAI, Licencja: Proprietary); gemma-3-27b-it (Firma: Google, Licencja: Gemma); gemini-2.0-flash-lite-preview-02-05 (Firma: Google, Licencja: Proprietary); hunyuan-turbos-20250226 (Firma: Tencent, Licencja: Proprietary); gemini-1.5-pro-002 (Firma: Google, Licencja: Proprietary); command-a-03-2025 (Firma: Cohere, Licencja: CC-BY-NC-4.0); qwen-plus-0125 (Firma: , Licencja: ); gemma-3-12b-it (Firma: Google, Licencja: Gemma); hunyuan-turbo-0110 (Firma: Tencent, Licencja: Proprietary); claude-3-5-sonnet-20240620 (Firma: Anthropic, Licencja: Proprietary); glm-4-plus-0111 (Firma: Zhipu, Licencja: Proprietary); qwq-32b (Firma: , Licencja: ); qwen3-32b (Firma: , Licencja: ); llama-3.1-nemotron-ultra-253b-v1 (Firma: Nvidia, Licencja: Nvidia Open Model); gemini-advanced-0514 (Firma: Google, Licencja: Proprietary); llama-3.1-405b-instruct-bf16 (Firma: , Licencja: ); llama-4-maverick-17b-128e-instruct (Firma: , Licencja: ); llama-3.3-nemotron-49b-super-v1 (Firma: Nvidia, Licencja: Nvidia); hunyuan-large-2025-02-10 (Firma: Tencent, Licencja: Proprietary); yi-lightning (Firma: 01 AI, Licencja: Proprietary); deepseek-v2.5-1210 (Firma: DeepSeek, Licencja: DeepSeek); gemini-1.5-pro-001 (Firma: Google, Licencja: Proprietary); claude-3-opus-20240229 (Firma: Anthropic, Licencja: Proprietary); glm-4-plus (Firma: Zhipu AI, Licencja: Proprietary); llama-3.3-70b-instruct (Firma: , Licencja: ); gpt-4-1106-preview (Firma: OpenAI, Licencja: Proprietary); athene-v2-chat (Firma: NexusFlow, Licencja: NexusFlow); qwen2.5-plus-1127 (Firma: , Licencja: ); hunyuan-standard-2025-02-10 (Firma: Tencent, Licencja: Proprietary); mistral-large-2407 (Firma: Mistral, Licencja: Mistral Research); qwen-max-0919 (Firma: , Licencja: ); gemini-1.5-flash-002 (Firma: Google, Licencja: Proprietary); deepseek-v2.5 (Firma: DeepSeek, Licencja: DeepSeek); gemma-3-4b-it (Firma: Google, Licencja: Gemma); mistral-small-3.1-24b-instruct-2503 (Firma: Mistral, Licencja: Apache 2.0); grok-2-mini-2024-08-13 (Firma: xAI, Licencja: Proprietary); qwen2.5-72b-instruct (Firma: , Licencja: ); mistral-large-2411 (Firma: Mistral, Licencja: MRL); qwen3-30b-a3b (Firma: , Licencja: ); llama-4-scout-17b-16e-instruct (Firma: , Licencja: ); llama-3.1-70b-instruct (Firma: , Licencja: ); reka-core-20240904 (Firma: Reka AI, Licencja: Proprietary); amazon-nova-pro-v1.0 (Firma: Amazon, Licencja: Proprietary); jamba-1.5-large (Firma: AI21 Labs, Licencja: Jamba Open); llama-3.1-nemotron-51b-instruct (Firma: Nvidia, Licencja: Llama 3.1); gemma-2-9b-it-simpo (Firma: Princeton, Licencja: MIT); gpt-4-0314 (Firma: OpenAI, Licencja: Proprietary); claude-3-sonnet-20240229 (Firma: Anthropic, Licencja: Proprietary); reka-flash-20240904 (Firma: Reka AI, Licencja: Proprietary); qwen2.5-coder-32b-instruct (Firma: , Licencja: ); glm-4-0520 (Firma: Zhipu AI, Licencja: Proprietary); c4ai-aya-expanse-32b (Firma: Cohere, Licencja: CC-BY-NC-4.0); gpt-4-0613 (Firma: OpenAI, Licencja: Proprietary); command-r-plus (Firma: Cohere, Licencja: CC-BY-NC-4.0); deepseek-coder-v2 (Firma: DeepSeek AI, Licencja: DeepSeek License); amazon-nova-lite-v1.0 (Firma: Amazon, Licencja: Proprietary); qwen2-72b-instruct (Firma: , Licencja: ); gemma-2-9b-it (Firma: Google, Licencja: Gemma license); claude-3-haiku-20240307 (Firma: Anthropic, Licencja: Proprietary); phi-4 (Firma: Microsoft, Licencja: MIT); ministral-8b-2410 (Firma: Mistral, Licencja: MRL); mistral-large-2402 (Firma: Mistral, Licencja: Proprietary); qwen1.5-110b-chat (Firma: , Licencja: ); reka-flash-21b-20240226-online (Firma: Reka AI, Licencja: Proprietary); c4ai-aya-expanse-8b (Firma: Cohere, Licencja: CC-BY-NC-4.0); llama-3.1-tulu-3-8b (Firma: Ai2, Licencja: Llama 3.1); mixtral-8x22b-instruct-v0.1 (Firma: Mistral, Licencja: Apache 2.0); gemini-pro-dev-api (Firma: Google, Licencja: Proprietary); qwen1.5-72b-chat (Firma: , Licencja: ); reka-flash-21b-20240226 (Firma: Reka AI, Licencja: Proprietary). W odpowiedzi na pytanie 2, Instytut Badawczy Leśnictwa nie wprowadził dotychczas wewnętrznych regulacji dotyczących korzystania przez pracowników z ogólnodostępnych narzędzi opartych na sztucznej inteligencji, w szczególności z generatywnych systemów AI. Instytut jest jednak świadomy, że ustanowienie takich zasad służy m.in. zapewnieniu bezpieczeństwa danych, zgodności z RODO oraz odpowiedzialnemu wykorzystaniu AI. W obecnym stanie prawnym odpowiedzialność za korzystanie z tego typu narzędzi spoczywa bezpośrednio na pracownikach, którzy w przypadku skorzystania z generatywnej AI mają obowiązek wskazać ten fakt w publikowanych pracach.","Repozytorium Wiedzy Leśnej (RWL)","baza wiedzy zintegrowana z narzędziami inferencji opartymi na rozumowaniu symbolicznym, umożliwiająca generowanie rekomendacji dla gospodarki leśnej na podstawie danych historycznych i wiedzy eksperckiej; wykorzystywane w badaniach naukowych oraz jako narzędzie wsparcia dla jednostek Lasów Państwowych.",
"40482","Instytut Badawczy Leśnictwa","gemini-2.5-pro-preview-06-05 (Firma: Google, Licencja: Proprietary); o3-2025-04-16 (Firma: OpenAI, Licencja: Proprietary); gemini-2.5-pro-preview-05-06 (Firma: Google, Licencja: Proprietary); chatgpt-4o-latest-20250326 (Firma: OpenAI, Licencja: Proprietary); gpt-4.5-preview-2025-02-27 (Firma: OpenAI, Licencja: Proprietary); claude-opus-4-20250514 (Firma: Anthropic, Licencja: Proprietary); gemini-2.5-flash-preview-05-20 (Firma: Google, Licencja: Proprietary); deepseek-r1-0528 (Firma: DeepSeek, Licencja: MIT); gpt-4.1-2025-04-14 (Firma: OpenAI, Licencja: Proprietary); grok-3-preview-02-24 (Firma: xAI, Licencja: Proprietary); gemini-2.5-flash-preview-04-17 (Firma: Google, Licencja: Proprietary); o1-2024-12-17 (Firma: OpenAI, Licencja: Proprietary); claude-sonnet-4-20250514 (Firma: Anthropic, Licencja: Proprietary); deepseek-r1 (Firma: DeepSeek, Licencja: MIT); gemini-2.5-flash-lite-preview-06-17-thinking (Firma: Google, Licencja: Proprietary); claude-3-7-sonnet-20250219-thinking-32k (Firma: Anthropic, Licencja: Proprietary); o1-preview (Firma: OpenAI, Licencja: Proprietary); mistral-medium-2505 (Firma: Mistral, Licencja: Proprietary); hunyuan-turbos-20250416 (Firma: Tencent, Licencja: Proprietary); claude-3-7-sonnet-20250219 (Firma: Anthropic, Licencja: Proprietary); gpt-4.1-mini-2025-04-14 (Firma: OpenAI, Licencja: Proprietary); qwen3-235b-a22b (Firma: , Licencja: ); o3-mini-high (Firma: OpenAI, Licencja: Proprietary); gemma-3-27b-it (Firma: Google, Licencja: Gemma); gemini-2.0-flash-lite-preview-02-05 (Firma: Google, Licencja: Proprietary); hunyuan-turbos-20250226 (Firma: Tencent, Licencja: Proprietary); gemini-1.5-pro-002 (Firma: Google, Licencja: Proprietary); command-a-03-2025 (Firma: Cohere, Licencja: CC-BY-NC-4.0); qwen-plus-0125 (Firma: , Licencja: ); gemma-3-12b-it (Firma: Google, Licencja: Gemma); hunyuan-turbo-0110 (Firma: Tencent, Licencja: Proprietary); claude-3-5-sonnet-20240620 (Firma: Anthropic, Licencja: Proprietary); glm-4-plus-0111 (Firma: Zhipu, Licencja: Proprietary); qwq-32b (Firma: , Licencja: ); qwen3-32b (Firma: , Licencja: ); llama-3.1-nemotron-ultra-253b-v1 (Firma: Nvidia, Licencja: Nvidia Open Model); gemini-advanced-0514 (Firma: Google, Licencja: Proprietary); llama-3.1-405b-instruct-bf16 (Firma: , Licencja: ); llama-4-maverick-17b-128e-instruct (Firma: , Licencja: ); llama-3.3-nemotron-49b-super-v1 (Firma: Nvidia, Licencja: Nvidia); hunyuan-large-2025-02-10 (Firma: Tencent, Licencja: Proprietary); yi-lightning (Firma: 01 AI, Licencja: Proprietary); deepseek-v2.5-1210 (Firma: DeepSeek, Licencja: DeepSeek); gemini-1.5-pro-001 (Firma: Google, Licencja: Proprietary); claude-3-opus-20240229 (Firma: Anthropic, Licencja: Proprietary); glm-4-plus (Firma: Zhipu AI, Licencja: Proprietary); llama-3.3-70b-instruct (Firma: , Licencja: ); gpt-4-1106-preview (Firma: OpenAI, Licencja: Proprietary); athene-v2-chat (Firma: NexusFlow, Licencja: NexusFlow); qwen2.5-plus-1127 (Firma: , Licencja: ); hunyuan-standard-2025-02-10 (Firma: Tencent, Licencja: Proprietary); mistral-large-2407 (Firma: Mistral, Licencja: Mistral Research); qwen-max-0919 (Firma: , Licencja: ); gemini-1.5-flash-002 (Firma: Google, Licencja: Proprietary); deepseek-v2.5 (Firma: DeepSeek, Licencja: DeepSeek); gemma-3-4b-it (Firma: Google, Licencja: Gemma); mistral-small-3.1-24b-instruct-2503 (Firma: Mistral, Licencja: Apache 2.0); grok-2-mini-2024-08-13 (Firma: xAI, Licencja: Proprietary); qwen2.5-72b-instruct (Firma: , Licencja: ); mistral-large-2411 (Firma: Mistral, Licencja: MRL); qwen3-30b-a3b (Firma: , Licencja: ); llama-4-scout-17b-16e-instruct (Firma: , Licencja: ); llama-3.1-70b-instruct (Firma: , Licencja: ); reka-core-20240904 (Firma: Reka AI, Licencja: Proprietary); amazon-nova-pro-v1.0 (Firma: Amazon, Licencja: Proprietary); jamba-1.5-large (Firma: AI21 Labs, Licencja: Jamba Open); llama-3.1-nemotron-51b-instruct (Firma: Nvidia, Licencja: Llama 3.1); gemma-2-9b-it-simpo (Firma: Princeton, Licencja: MIT); gpt-4-0314 (Firma: OpenAI, Licencja: Proprietary); claude-3-sonnet-20240229 (Firma: Anthropic, Licencja: Proprietary); reka-flash-20240904 (Firma: Reka AI, Licencja: Proprietary); qwen2.5-coder-32b-instruct (Firma: , Licencja: ); glm-4-0520 (Firma: Zhipu AI, Licencja: Proprietary); c4ai-aya-expanse-32b (Firma: Cohere, Licencja: CC-BY-NC-4.0); gpt-4-0613 (Firma: OpenAI, Licencja: Proprietary); command-r-plus (Firma: Cohere, Licencja: CC-BY-NC-4.0); deepseek-coder-v2 (Firma: DeepSeek AI, Licencja: DeepSeek License); amazon-nova-lite-v1.0 (Firma: Amazon, Licencja: Proprietary); qwen2-72b-instruct (Firma: , Licencja: ); gemma-2-9b-it (Firma: Google, Licencja: Gemma license); claude-3-haiku-20240307 (Firma: Anthropic, Licencja: Proprietary); phi-4 (Firma: Microsoft, Licencja: MIT); ministral-8b-2410 (Firma: Mistral, Licencja: MRL); mistral-large-2402 (Firma: Mistral, Licencja: Proprietary); qwen1.5-110b-chat (Firma: , Licencja: ); reka-flash-21b-20240226-online (Firma: Reka AI, Licencja: Proprietary); c4ai-aya-expanse-8b (Firma: Cohere, Licencja: CC-BY-NC-4.0); llama-3.1-tulu-3-8b (Firma: Ai2, Licencja: Llama 3.1); mixtral-8x22b-instruct-v0.1 (Firma: Mistral, Licencja: Apache 2.0); gemini-pro-dev-api (Firma: Google, Licencja: Proprietary); qwen1.5-72b-chat (Firma: , Licencja: ); reka-flash-21b-20240226 (Firma: Reka AI, Licencja: Proprietary). ","Instytut identyfikuje listę modeli, które mogą być wykorzystywane indywidualnie przez pracowników:",
"40486","Ośrodek Przetwarzania Informacji","Jednolity System Antyplagiatowy (JSA)","d lutego 2024 r. zawiera funkcję wspomagającą promotorów w identyfikacji prac napisanych z użyciem narzędzi AI (np. ChatGPT).",
"40486","Ośrodek Przetwarzania Informacji","PLLuM",,"ż jednym z konsorcjantów, który opracował model PLLuM"
"8762","Kancelaria Prezesa Rady Ministrów","Microsoft Copilot",,
"8762","Kancelaria Prezesa Rady Ministrów","Chat GPT ",,
"40532","CENTRUM INFORMATYCZNYCH USŁUG WSPÓLNYCH OLSZTYNA","AIDA – AI Document Assistant","System usprawnia pracę obu jednostek w zakresie procesu rejestracji dokumentu w systemie elektronicznego obiegu dokumentów (EZD). System AIDA nie generuje raportów, wniosków, przewidywań, rekomendacji lub decyzji mogących wpływać na działania ludzi i instytucji"," firmy COIG"
"40455","Urząd Komisji Nadzoru Finansowego","FakeJobHunter",,
"40455","Urząd Komisji Nadzoru Finansowego","EUROBOZON",,
"40455","Urząd Komisji Nadzoru Finansowego","SF_Cracker","systemy analizy zgodności tekstu)",
"40455","Urząd Komisji Nadzoru Finansowego","Censys","narzędzia z wbudowanymi funkcjami AI, które wspomagają codzienną pracę analityczną – np. przy ocenie złośliwości plików, wykrywaniu anomalii w infrastrukturze czy analizie zachowania szkodliwego oprogramowania",
"40455","Urząd Komisji Nadzoru Finansowego","ANY.RUN","narzędzia z wbudowanymi funkcjami AI, które wspomagają codzienną pracę analityczną – np. przy ocenie złośliwości plików, wykrywaniu anomalii w infrastrukturze czy analizie zachowania szkodliwego oprogramowania",
