FEDR_id,CASE_id,CASE_url,Nazwa,Typ,Województwo,Powiat,Czy wydaje media,Lista mediów
1422,86215,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1220,NOWYTARG,samorząd gminy,małopolskie,nowotarski,FAŁSZ,"""Biuletyn Informacyjny Gminy Nowy Targ"",""biuletyn informacyjny"",""Urząd Gminy Nowy Targ"",""grudzień 2024 r."","""",""""
""Strona internetowa"",""strona internetowa"",""Urząd Gminy Nowy Targ"",""ok. 20 lat"","""",""https://www.ugnowytarg.pl/""
""Social media"",""Facebook"",""Urząd Gminy Nowy Targ"",""ok. 10 lat"","""",""https://www.facebook.com/ugnowytarg/, https://www.facebook.com/gminanowytarg/"""
1423,86044,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1049,PIĄTEK,samorząd gminy,łódzkie,łęczycki,PRAWDA,"""Gazeta samorządowa z środka Polski"",""Gazetka/biuletyn informacyjny, wydawany własnym sumptem"",""Gmina Piątek"",""grudzień 2002"",,""www.gminapiatek.pl, www.bip.ugpiatek.pl"""
1424,85593,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-598,RADOMIN,samorząd gminy,kujawsko-pomorskie,golubsko-dobrzyński,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Biuletyn Informacyjny Gminy Radomin"",""biuletyn informacyjny"",""Urzęd Gminy Radomin, Podinspektor ds. promocji gminy"",""od 2003 r."",""nadal prowadzone"",""bip.radomin.pl""
""strona internetowa"",""strona internetowa"",""Urzęd Gminy Radomin, Podinspektor ds. promocji gminy"",""od 2005 r."",""nadal prowadzone"",""www.radomin.pl""
""media społecznościowe (facebook)"",""profil w mediach społecznościowych"",""Urzęd Gminy Radomin, Podinspektor ds. promocji gminy"",""od 2014 r."",""nadal prowadzone"",""www.facebook.com/gminaradomin"""
1425,86053,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1058,REGNÓW,samorząd gminy,łódzkie,rawski,,
1426,86282,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1287,WIŚNIOWA (woj. małopolskie),samorząd gminy,małopolskie,myślenicki,PRAWDA,"""Razem"",""gazetka szkolna"",""Zespół Placówek Oświatowych w Lipniku"",""2013"","""",""http://zpolipnik.pl/zpo/zpo_razem/"""
1428,86084,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1089,UJAZD,samorząd gminy,łódzkie,tomaszowski,PRAWDA,"""Nasza Gmina"" Gazeta Samorządowa,""gazeta"",""Gmina Ujazd"",""1993 r."",""13 czerwca 2024 r."",""https://ujazd.com.pl/group/details/49/gazeta-samorzadowa"""
1429,86823,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1828,ULANÓW,samorząd gminy,podkarpackie,niżański,FAŁSZ,
1435,85465,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-470,TRZEBNICA,samorząd gminy,dolnośląskie,trzebnicki,FAŁSZ,"""www.trzebnica.pl"",""strona internetowa"",""Urząd Miejski w Trzebnicy w Wydziale Promocji"","""","""",""www.trzebnica.pl""
""www.turystyka.trzebnica.pl"",""strona internetowa"",""Urząd Miejski w Trzebnicy w Wydziale Promocji"","""","""",""www.turystyka.trzebnica.pl""
""Facebook"",""profil na platformie społecznościowej (Facebook)"",""Urząd Miejski w Trzebnicy w Wydziale Promocji"","""","""",""facebook.com/trzebnica""
""Instagram"",""profil na platformie społecznościowej (Instagram)"",""Urząd Miejski w Trzebnicy w Wydziale Promocji"","""","""","""""
1439,86673,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1678,WALCE,samorząd gminy,opolskie,krapkowicki,FAŁSZ,
1442,86946,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1951,WASILKÓW,samorząd gminy,podlaskie,białostocki,PRAWDA,"""Gazeta Wasilkowska"",""czasopismo społeczno-kulturalne"",""Miejski Ośrodek Animacji Kultury w Wasilkowie"",,,"""""
1443,87229,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2234,WĘGIERSKA GÓRKA,samorząd gminy,śląskie,żywiecki,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Gazeta lokalna Nowiny z Gminy"",""Gazeta"",""Ośrodek Promocji Gminy Węgierska Górka"",""Lipiec 1998 r."",""ukazuje się nadal"",""https://wegierska-gorka.opg.pl/""
""Strona internetowa Ośrodka Promocji Gminy Węgierska Górka"",""strona internetowa"",""Ośrodek Promocji Gminy Węgierska Górka"",""2009 r."",""nadal działa"",""https://wegierska-gorka.opg.pl/"""
1444,86826,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1831,WIĄZOWNICA,samorząd gminy,podkarpackie,jarosławski,PRAWDA,"""Biuletyn Informacyjny"",""Biuletyn Informacyjny"",""Urząd Gminy w Wiązownicy"",""2007"",,"""
1446,87671,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2676,WIELICHOWO,samorząd gminy,wielkopolskie,grodziski,FAŁSZ,
1447,86578,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1583,WIELISZEW,samorząd gminy,mazowieckie,legionowski,PRAWDA,"""Gazeta Wieliszewska"",""gazeta"",""Urząd Gminy Wieliszew"",""2007"","""",""https://wieliszew.pl/gazeta-wieliszewska"""
1448,86278,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1283,WIELKA WIEŚ,samorząd gminy,małopolskie,Krakowski,FAŁSZ,"""Strona internetowa Gminy Wielka Wieś"",""strona internetowa"",""Urząd Gminy Wielka Wieś"",""2023"","""",""www.wielka-wies.pl""
""Profil Facebook Gmina Wielka Wieś"",""profil w mediach społecznościowych"",""Urząd Gminy Wielka Wieś"",""2010"","""",""www.facebook.com/gminawielkawies""
""Profil Instagram Gmina Wielka Wieś"",""profil w mediach społecznościowych"",""Urząd Gminy Wielka Wieś"",""2016"","""",""www.instagram.com/gminawielkawies""
""Gazeta Gminna Wiadomości WW"",""gazeta"",""Gminny Ośrodek Kultury i Sportu"",""2019"","""",""https://gokisww.pl/magazyn-wielka-wies-2025/"""
1449,87802,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2807,WIERZCHOWO,samorząd gminy,zachodniopomorskie,drawski,FAŁSZ,
1452,86674,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1679,WILKÓW,samorząd gminy,opolskie,namysłowski,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""Gminny Informator Świerczów - Wilków"",""miesięcznik"",""Dom Kultury w Wilkowie będący w strukturach Urzędu Gminy w Wilkowie"",""grudzień 1992"",""grudzień 2023"","""""
1454,86829,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1834,WIŚNIOWA (woj. podkarpackie),samorząd gminy,podkarpackie,strzyżowski,,
1459,85836,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-841,WOJCIESZKÓW,samorząd gminy,lubelskie,łukowski,PRAWDA,"""Biuletyn Informacyjny Gmina Wojcieszków"",""biuletyn informacyjny"",""Urząd Gminy"",""2020"",""styczeń 2024"",""https://wojcieszkow.pl/biuletyn-informacyjny/"""
1461,87679,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2684,WRONKI,samorząd gminy,wielkopolskie,szamotulski,FAŁSZ,
1466,87684,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2689,ZAKRZEWO,samorząd gminy,wielkopolskie,złotowski,FAŁSZ,
1467,85845,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-850,ZALESIE,samorząd gminy,lubelskie,bialski,FAŁSZ,"""Strona internetowa"",""strona internetowa"",""Urząd Gminy Zalesie"",,,""www.zalesie.pl""
""Profil na Facebook"",""profil w mediach społecznościowych"",""Urząd Gminy Zalesie"",,,"""""
1468,87465,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2470,ZALEWO,samorząd gminy,warmińsko-mazurskie,iławski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""serwis społecznościowy Facebook"","""",""Urząd Miejski w Zalewie"",""2013-04-02"","""",""https://www.facebook.com/MiastoZalewo/""
""strona internetowa www.zalewo.pl"","""",""Urząd Miejski w Zalewie"",""2013-10-03"","""",""www.zalewo.pl"""
1471,85483,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-488,ZAWONIA,samorząd gminy,dolnośląskie,trzebnicki,PRAWDA,"""Kurier Zawoni"",""gazeta"",""Gminny Ośrodek Kultury w Zawoni"",""2016"","""",""https://zawonia.pl/84/288/kurier-zawoni.html"""
1473,87690,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2695,ŻELAZKÓW,samorząd gminy,wielkopolskie,kaliski,FAŁSZ,"""Serwis społecznościowy Facebook """"Urząd Gminy Żelazków"""""",""Media elektroniczne (kanał social-media)"",""Urząd Gminy Żelazków"",""04.2022r."","""",""https://www.facebook.com/ugzelazkow"""
1480,85528,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-533,DOBRCZ,samorząd gminy,kujawsko-pomorskie,bydgoski,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
TV Dobrcz,Telewizja,""Biuro Organizacyjne, Stanowisko ds. promocji gminy"",Styczeń 2023,,https://www.youtube.com/@tvdobrcz2468/videos
Kwartalnik Samorzadowy Nasza Gmina,Gazeta,""Biuro Organizacyjne, Stanowisko ds. promocji gminy"",Kwiecień 2023,Październik 2023,"
1484,87657,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2662,ŚWIĘCIECHOWA,samorząd gminy,wielkopolskie,leszczyński,FAŁSZ,"""Strona internetowa Urzędu Gminy"", ""website"", ""Urząd Gminy w Święciechowie"", """", """", ""https://swieciechowa.pl/aktualnosci""
""Biuletyn Informacji Publicznej Urzędu Gminy"", ""BIP"", ""Urząd Gminy w Święciechowie"", """", """", ""https://bip.swieciechowa.pl/""
""Profil na Facebooku"", ""social media"", ""Urząd Gminy w Święciechowie"", """", """", ""https://www.facebook.com/GminaSwieciechowa/""
""Kurier Święciechowski"", ""portal"", ""Samorządowy Ośrodek Kultury w Święciechowie"", """", """", ""https://kurierswieciechowski.pl/"""
1486,86231,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1236,RABA WYŻNA,samorząd gminy,małopolskie,nowotarski,PRAWDA,"""Gazeta Gminy Raba Wyżna """"Wieści Rabiańskie"""" ISSN1734-7130"",""czasopismo"",""Gminny Ośrodek Kultury w Rabie Wyżna"",""1 marca 2017 roku"",""25 marca 2024 roku"",""https://gokrabawyzna.pl/wiesci-rabianskie/"""
1488,86211,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1216,NOWE BRZESKO,samorząd gminy,małopolskie,proszowicki,FAŁSZ,"""Gazeta Nowobrzeska"",""gazeta"",""Urząd Gminy i Miasta Nowe Brzesko"","""","""",""""
""strona Gminy Nowe Brzesko"",""inne - strona internetowa"",""Urząd Gminy i Miasta Nowe Brzesko"","""","""",""www.nowe-brzesko.pl""
""facebook Gminy"",""inne - profil w mediach społecznościowych (facebook)"",""Urząd Gminy i Miasta Nowe Brzesko"","""","""","""""
1489,87364,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2369,DUBENINKI,samorząd gminy,warmińsko-mazurskie,gołdapski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""aktualności"",""strona www"",""Urząd Gminy"",""2018"","""",""""
""Gmina Dubeninki"",""fanpage FB"",""Urząd Gminy"",""2024"","""","""""
1493,87550,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2555,KRZEMIENIEWO,samorząd gminy,wielkopolskie,leszczyński,PRAWDA,"""ŻYCIE GMINY KRZEMIENIEWO"",""GAZETA (MIESIĘCZNIK)"",""GMINNE CENTRUM KULTURY W KRZEMIENIEWIE"",""WRZESIEŃ 2004 ROKU"",""DO NADAL"",""www.gazeta.krzemieniewo.pl"""
1494,85784,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-789,SIENNICA RÓŻANA,samorząd gminy,lubelskie,krasnostawski,FAŁSZ,
1497,86410,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1415,LUBOWIDZ,samorząd gminy,mazowieckie,żuromiński,FAŁSZ,
1499,85786,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-791,SKIERBIESZÓW,samorząd gminy,lubelskie,zamojski,PRAWDA,"""Biuletyn informacyjny Urzędu Gminy Skierbieszów"",""biuletyn informacyjny"",""Gminny Ośrodek Kultury w Skierbieszowie"",""2021"",""nadal"",""https://skierbieszow.net.pl/biuletyn/"""
1500,86069,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1074,SKOMLIN,samorząd gminy,łódzkie,wieluński,FAŁSZ,
1501,85906,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-911,SŁAWA,samorząd gminy,lubuskie,wschowski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""www.slawa.pl"",""strona internetowa"",""Sławskie Centrum Kultury i Wypoczynku w Sławie"",""2003"","""",""www.slawa.pl""
""sckiw.slawa.pl"",""strona internetowa"",""Sławskie Centrum Kultury i Wypoczynku w Sławie"",""2006"","""",""www.sckiw.slawa.pl""
""Sława"",""portal społecznościowy"",""Sławskie Centrum Kultury i Wypoczynku w Sławie"",""2012"","""",""fb.slawa.pl""
""Sławskie Centrum Kultury i Wypoczynku w Sławie – SCKiW"",""portal społecznościowy"",""Sławskie Centrum Kultury i Wypoczynku w Sławie"",""2015"","""",""https://www.facebook.com/SCKiW""
""Kulturalna Sława"",""portal społecznościowy"",""Sławskie Centrum Kultury i Wypoczynku w Sławie"",""2024"","""",""https://www.facebook.com/kulturalnaslawa""
""Biuletyn Sławski"",""gazeta/biuletyn informacyjny"",""Sławskie Centrum Kultury i Wypoczynku w Sławie"","""","""","""""
1502,85614,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-619,ŚLIWICE,samorząd gminy,kujawsko-pomorskie,tucholski,PRAWDA,"""Biuletyn informacyjny"",""biuletyn informacyjny"",""Gmina Śliwice"",,"""","
1503,86071,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1076,SŁUPIA,samorząd gminy,łódzkie,skierniewicki,FAŁSZ,
1505,86533,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1538,SOBOLEW,samorząd gminy,mazowieckie,garwoliński,FAŁSZ,
1506,86536,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1541,SOCHOCIN,samorząd gminy,mazowieckie,płoński,FAŁSZ,"""urzędowy serwis internetowy pod adresem www.sochocin.pl"",""strona internetowa"",""Urząd Miasta i Gmina Sochocin"",""2013"","""",""www.sochocin.pl""
""Miasto i Gmina Sochocin (profil na portalu społecznościowym Facebook)"",""strona internetowa"",""Urząd Miasta i Gmina Sochocin"",""wrzesień 2011"","""",""https://www.facebook.com/GminaSochocin2014"""
1507,87208,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2213,SIEWIERZ,samorząd gminy,śląskie,będziński,PRAWDA,"""Kurier Siewierski"",""Biuletyn Informacyjny"",""Gmina Siewierz/ Urząd Miasta i Gminy Siewierz"",""maj 2007"","""",""https://www.siewierz.pl/miasto/kurier-siewierski"""
1508,86928,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1933,SOKÓŁKA,samorząd gminy,podlaskie,sokólski,FAŁSZ,
1509,85609,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-614,SOLEC KUJAWSKI,samorząd gminy,kujawsko-pomorskie,bydgoski,PRAWDA,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Soleckie Wiadomości z Ratusza"",""Gazeta/biuletyn informacyjny"",""Urząd Miejski"",""od 1993 r."","""",""https://soleckujawski.pl/soleckie-wiadomosci""
""Telewizja Solec"",""Telewizja kablowa"",""Spółka z o.o. (udziały gmina - 51 proc., Spółdzielnia Mieszkaniowa 'Transportowiec' -49 proc.)"",""od 1996 r."","""",""https://www.youtube.com/@TelewizjaSolec"""
1511,87641,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2646,SOŚNIE,samorząd gminy,wielkopolskie,ostrowski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Strona internetowa Urzędu Gminy Sośnie"",""inne - strona internetowa"",""Urząd Gminy Sośnie"","""","""",""www.sosnie.pl""
""Biuletyn Informacji Publicznej Urzędu Gminy Sośnie"",""biuletyn informacyjny"",""Urząd Gminy Sośnie"","""","""",""www.sosnie.4bip.pl""
""Strona internetowa Gminnego Ośrodka Pomocy Społecznej"",""inne - strona internetowa"",""Gminny Ośrodek Pomocy Społecznej"","""","""",""www.gops.sosnie.pl""
""Biuletyn Informacji Publicznej Gminnego Ośrodka Pomocy Społecznej"",""biuletyn informacyjny"",""Gminny Ośrodek Pomocy Społecznej"","""","""",""www.gops-sosnie.4bip.pl""
""Strona internetowa Gminnego Żłobka w Sośniach"",""inne - strona internetowa"",""Gminny Żłobek w Sośniach"","""","""",""www.zlobek.sosnie.pl""
""Biuletyn Informacji Publicznej Gminnego Żłobka w Sośniach"",""biuletyn informacyjny"",""Gminny Żłobek w Sośniach"","""","""",""www.zlobek-sosnie.4bip.pl""
""Strona internetowa Przedszkola samorządowego w Sośniach"",""inne - strona internetowa"",""Przedszkole samorządowe w Sośniach"","""","""",""www.przedszkole.sosnie.pl""
""Biuletyn Informacji Publicznej Przedszkola samorządowego w Sośniach"",""biuletyn informacyjny"",""Przedszkole samorządowe w Sośniach"","""","""",""www.zs-sosnie.4bip.pl""
""Strona internetowa Zespołu Szkół w Sośniach"",""inne - strona internetowa"",""Zespół Szkół w Sośniach"","""","""",""www.sosnie.com""
""Biuletyn Informacji Publicznej Zespołu Szkół w Sośniach"",""biuletyn informacyjny"",""Zespół Szkół w Sośniach"","""","""",""www.zs-sosnie.4bip.pl""
""Strona internetowa Zespołu Szkół w Cieszynie"",""inne - strona internetowa"",""Zespół Szkół w Cieszynie"","""","""",""www.zscieszyn.sosnie.pl""
""Biuletyn Informacji Publicznej Zespołu Szkół w Cieszynie"",""biuletyn informacyjny"",""Zespół Szkół w Cieszynie"","""","""",""www.zs-cieszyn.4bip.pl""
""Strona internetowa Zespołu Szkół w Granowcu"",""inne - strona internetowa"",""Zespół Szkół w Granowcu"","""","""",""www.zsgranowiec.sosnie.pl""
""Biuletyn Informacji Publicznej Zespołu Szkół w Granowcu"",""biuletyn informacyjny"",""Zespół Szkół w Granowcu"","""","""",""www.zs-granowiec.4bip.pl/""
""Strona internetowa Szkoły Podstawowej w Pawłowie"",""inne - strona internetowa"",""Szkoła Podstawowa w Pawłowie"","""","""",""www.zspawlow.sosnie.pl""
""Biuletyn Informacji Publicznej Szkoły Podstawowej w Pawłowie"",""biuletyn informacyjny"",""Szkoła Podstawowej w Pawłowie"","""","""",""www.sp-pawlow.4bip.pl"""
1513,86985,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1990,HEL,samorząd gminy,pomorskie,pucki,FAŁSZ,
1515,86325,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1330,CZARNIA,samorząd gminy,mazowieckie,ostrołęcki,,
1517,86467,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1472,PARYSÓW,samorząd gminy,mazowieckie,garwoliński,FAŁSZ,
1520,87060,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2065,STĘŻYCA (woj. pomorskie),samorząd gminy,pomorskie,kartuski,FAŁSZ,
1521,85794,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-799,STĘŻYCA (woj. lubelskie),samorząd gminy,lubelskie,rycki,FAŁSZ,
1522,86254,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1259,STRYSZAWA,samorząd gminy,małopolskie,suski,FAŁSZ,
1524,86553,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1558,STRZEGOWO (dawn. Strzegowo-Osada),samorząd gminy,mazowieckie,mławski,PRAWDA,"""W drodze do Emaus"",""kwartalnik"",""Gminny Ośrodek Kultury w Strzegowie"",""kwiecień 1993r."",""czerwiec 2024r."","""""
1525,85797,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-802,STRZYŻEWICE,samorząd gminy,lubelskie,lubelski,PRAWDA,"""KOMPRES – Gazeta Gminy Strzyżewice"",""gazeta"",""Centrum Kultury i Promocji w Piotrowicach – samorządowa instytucja kultury Gminy Strzyżewice"",""od kilku lat"","""","""""
1526,87336,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2341,SUCHEDNIÓW,samorząd gminy,świętokrzyskie,skarżyski,PRAWDA,"""Gazeta Suchedniowska"",""biuletyn informacyjny"",""Suchedniowski Ośrodek Kultury 'Kuźnica'"",""1991"","""","""""
1528,86077,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1082,SULMIERZYCE (woj. łódzkie),samorząd gminy,łódzkie,pajęczański,FAŁSZ,
1529,85462,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-467,ŚWIEBODZICE,samorząd gminy,dolnośląskie,świdnicki,PRAWDA,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Bezpłatny Biuletyn Samorządowy Życie Świebodzic"",""Biuletyn"",""Miejska Biblioteka Publiczna"",""listopad 2019"","""",https://swiebodzice.pl/miasto-i-gmina/biuletyn-samorzadowy-zycie-swiebodzic.html"
1530,86565,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1570,ŚWIERCZE,samorząd gminy,mazowieckie,pułtuski,,
1532,85456,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-461,SZCZYTNA,samorząd gminy,dolnośląskie,kłodzki,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Biuletyn Informacji Publicznej"",""Biuletyn informacyjny"",""Urząd Miasta i Gminy Szczytna"","""","""",""https://bip.szczytna.pl/""
""Gmina Szczytna - Zielony Kryształ Ziemi Kłodzkiej"",""Inne - fanpage na Facebooku"",""Gmina Szczytna"",""13 czerwca 2017 r."","""","""""
1533,86247,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1252,SKRZYSZÓW,samorząd gminy,małopolskie,tarnowski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Radio Kultura Skrzyszów"",""radio internetowe"",""Gminne Centrum Kultury i Bibliotek w Skrzyszowie"",""kwiecień 2023"",,""https://gckib-skrzyszow.pl/radio-skrzyszow/ https://www.youtube.com/@RadioKS/videos https://www.facebook.com/radiokulturaskrzyszow/ https://open.spotify.com/show/4myWBWxIEkLWNtep1X0zs7?si=6093&nd=1&dlsi=96ea3a7c39914836""
""Echo Gminy"",""gazeta - kwartalnik"",""Gminne Centrum Kultury i Bibliotek we współpracy z Urzędem Gminy Skrzyszów"",""2011"",,""https://skrzyszow.pl/pl/302/0/echo-gminy.html https://gckib-skrzyszow.pl/echo-gminy/"""
1534,86264,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1269,SZERZYNY,samorząd gminy,małopolskie,tarnowski,FAŁSZ,"""Gmina Szerzyny"",""Internet - serwis Facebook"",""Urząd Gminy Szerzyny"",""22 sierpnia 2016"","""",""https://www.facebook.com/gminaszerzyny"""
1536,86566,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1571,TARCZYN,samorząd gminy,mazowieckie,piaseczyński,PRAWDA,"""Wiadomości Tarczyńskie"",""gazeta (miesięcznik)"",""Gminny Ośrodek Kultury i Sportu w Tarczynie"",""1994"","""",""http://www.gok-tarczyn.pl/n.wiadomosci-tarczynskie-gminny-miesiecznik-informacyjny-kwiecien-2025"""
1537,85765,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-770,PUŁAWY,samorząd gminy,lubelskie,puławski,PRAWDA,"""Nowy Kurier Gminy Puławy"",""Gazeta kwartalnik"",""Gminna Biblioteka Publiczna w Puławach z siedzibą w Górze Puławskiej"",""2010"","""",""https://gminapulawy.pl/kategorie/promocja-i-kultura/kurier/"""
1539,86268,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1273,TOKARNIA,samorząd gminy,małopolskie,myślenicki,PRAWDA,"""Biuletyn Informacyjny Gminy Tokarnia"",""biuletyn informacyjny"",""Urząd Gminy Tokarnia"",""grudzień 2019 roku"",,"""
1540,85811,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-816,TRAWNIKI,samorząd gminy,lubelskie,świdnicki,FAŁSZ,"""Fresh Movie Studio"",""inne - Biuletyn Informacji Publicznej"",""Urząd Gminy Trawniki"",""2020"",""marca 2023"",""https://trawniki.pl/, https://ugtrawniki.bip.lubelskie.pl/?id=6"""
1541,86270,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1275,TRZCIANA,samorząd gminy,małopolskie,bocheński,PRAWDA,"""Echo Gminy Trzciana"",""biuletyn informacyjny"",""Urząd Gminy w Trzcianie"",""2018"","""","""""
1542,86942,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1947,TRZCIANNE,samorząd gminy,podlaskie,moniecki,,
